#,Coin,Market Cap,,Price,Supply,Unit,Volume,Change(24hr),MarketCap / Total MarketCap (%),Volume / MarketCap (%),Volume / TotalVolume (%) ,InversePrice
20,Digitalcoin,2781454.0,,0.21,80.0,13,15908.0,3.55,0.0245994960434,0.571931083527,0.0269533056176,4.7619047619
21,Zetacoin,2684164.0,,0.017,84.0,160,25067.0,+2.33,0.0237390521999,0.933884814788,0.0424716188029,58.8235294118
22,Devcoin,2523606.0,,0.0004,88.0,6,5012.0,4.28,0.0223190589569,0.198604695028,0.00849195170702,2500.0
23,Mooncoin,2063889.0,,7.7,5.0,92,72977.0,4.66,0.0182532694373,3.53589752162,0.123646679913,0.12987012987
24,NetCoin,1854051.0,,0.0084,96.0,219,8293.0,8.81,0.0163974382602,0.447290824255,0.0140510286326,119.047619048
25,Kittehcoin,1842091.0,,0.0003,100.0,6,92261.0,0.18,0.0162916626577,5.00849306576,0.156320023233,3333.33333333
26,Anoncoin,1776094.0,,2.47,104.0,720,13003.0,5.79,0.0157079776713,0.732112151722,0.0220312945025,0.404858299595
27,IXCoin,1637371.0,,0.09,108.0,18,844.0,+10.30,0.0144810956557,0.0515460454595,0.00143000942552,11.1111111111
28,Unobtanium,1535597.0,,10.32,112.0,148,143094.0,+7.49,0.0135809948055,9.31846050754,0.242447593289,0.0968992248062
29,Freicoin,1473225.0,,0.04,116.0,37,388.0,2.98,0.013029369732,0.0263367781568,0.00065739769799,25.0
30,Terracoin,1218005.0,,0.24,120.0,5,19966.0,4.48,0.0107721749769,1.63923793416,0.0338288722631,4.16666666667
31,Copperlark,1096986.0,,0.18,124.0,6,1025.0,20.87,0.00970186915427,0.0934378378575,0.00173668206299,5.55555555556
32,FedoraCoin,1070802.0,,8.4,6.0,128,29451.0,4.82,0.00947029487535,2.75036841545,0.0498995350606,0.119047619048
34,EarthCoin,1000984.0,,0.00084,136.0,1,27038.0,6.33,0.00885281652958,2.7011420762,0.0458111313357,1190.47619048
35,SecureCoin,955036.0,,0.81,140.0,1,3398.0,2.24,0.00844644718311,0.35579810604,0.0057573128293,1.23456790123
36,LeafCoin,874474.0,,0.0001,144.0,8,17198.0,20.12,0.00773394767737,1.96666796268,0.029138983531,10000.0
37,TagCoin,860952.0,,1.03,148.0,835,3307.0,2.19,0.00761435756893,0.384109683234,0.00560312934859,0.970873786408
38,LottoCoin,798803.0,,0.00013,152.0,6,26247.0,2.85,0.00706470473282,3.28579136533,0.0444709210803,7692.30769231
39,CryptogenicBullion,727351.0,,0.77,156.0,940,13248.0,4.78,0.0064327751049,1.8214039714,0.0224464038736,1.2987012987
40,BBQCoin,706536.0,,0.022,160.0,31,1266.0,4.93,0.00624868487363,0.179184075546,0.00214501413829,45.4545454545
41,Sexcoin,702922.0,,0.012,164.0,58,5516.0,+1.50,0.00621672224591,0.784724336413,0.00934589098482,83.3333333333
42,GoldCoin,653597.0,,0.022,168.0,29,2259.0,+2.14,0.00578048632674,0.345625821416,0.00382747783443,45.4545454545
43,Extremecoin,547122.0,,0.16,172.0,3,4.0,5.54,0.00483880929695,0.00073109836563,6.77729585556e-06,6.25
44,Frozen,511432.0,,0.092,176.0,5,4512.0,12.65,0.00452316287109,0.882228722489,0.00764478972508,10.8695652174
45,BitBar,501982.0,,52.08,180.0,9,1214.0,3.33,0.00443958599453,0.241841340925,0.00205690929216,0.0192012288786
46,MemoryCoin,484358.0,,0.13,184.0,3,7082.0,11.03,0.00428371733078,1.46214163904,0.0119992023123,7.69230769231
47,DigiByte,479753.0,,0.0011,188.0,454,16533.0,18.94,0.00424299018617,3.4461483305,0.028012258095,909.090909091
48,SmartCoin,395888.0,,0.19,192.0,2,104578.0,+113.58,0.00350127857215,26.4160570666,0.177189011496,5.26315789474
49,Fastcoin,370314.0,,0.0064,196.0,57,4505.0,1.89,0.00327509920272,1.21653515665,0.00763292945733,156.25
50,RedCoin,366916.0,,0.011,200.0,33,746.0,8.08,0.00324504690361,0.203316290377,0.00126396567706,90.9090909091
51,FlorinCoin,355775.0,,0.0088,204.0,40,1292.0,11.14,0.00314651463041,0.363150867824,0.00218906656135,113.636363636
52,I0Coin,352181.0,,0.017,20176017.0,I0C,22.0,4.79,0.00311472888498,0.00624678787328,3.72751272056e-05,58.8235294118
53,Coino,326807.0,,0.069,211.0,4,13562.0,+6.19,0.00289031833834,4.14984991142,0.0229784215983,14.4927536232
54,ASICcoin,312669.0,,0.00073,215.0,428,1647.0,3.99,0.00276528025572,0.526755130825,0.00279055156853,1369.8630137
55,JKC,307102.0,,0.03,219.0,10,1799.0,9.93,0.00271604507351,0.585798855104,0.00304808881104,33.3333333333
56,QQCoin,305204.0,,0.019,223.0,15,5019.0,3.44,0.00269925894529,1.64447386011,0.00850381197477,52.6315789474
57,USDeCoin,288929.0,,0.0012,227.0,243,9860.0,4.33,0.00255532099122,3.41260309626,0.016706034284,833.333333333
58,Franko,284639.0,,2.60,231.0,109,5439.0,9.93,0.0025173797425,1.9108414518,0.0092154280396,0.384615384615
59,Catcoin,277367.0,,0.25,235.0,1,1456.0,+3.45,0.00245306534606,0.524936275765,0.00246693569143,4.0
60,Deutsche-eMark,275506.0,,0.064,239.0,4,2219.0,6.60,0.00243660645005,0.805427105036,0.00375970487587,15.625
61,Yacoin,269283.0,,0.017,243.0,16,1029.0,4.53,0.00238156952912,0.382125867582,0.00174345935884,58.8235294118
62,KlondikeCoin,243321.0,,0.06,247.0,4,11305.0,7.03,0.00215195864349,4.64612589953,0.0191543324118,16.6666666667
63,Datacoin,228549.0,,0.15,251.0,1,560.0,+1.75,0.00202131339264,0.245024042984,0.000948821419779,6.66666666667
64,GrandCoin,221310.0,,0.00066,255.0,334,1574.0,0.59,0.00195729085196,0.711219556279,0.00266686591916,1515.15151515
65,Philosopher-Stones,220433.0,,0.13,259.0,1,746.0,+20.73,0.00194953456405,0.338424827499,0.00126396567706,7.69230769231
66,StableCoin,208712.0,,0.02,263.0,10,2038.0,3.19,0.00184587270478,0.976465176894,0.00345303223841,50.0
67,HoboNickels,197245.0,,0.068,267.0,2,8214.0,24.56,0.00174445725044,4.16436411569,0.0139171770394,14.7058823529
68,Bytecoin,191361.0,,0.095,271.0,2,2335.0,+13.25,0.00169241848413,1.2202068342,0.00395624645569,10.5263157895
69,Argentum,167455.0,,0.22,275.0,769,4908.0,4.98,0.00148099109672,2.93093666955,0.00831574201478,4.54545454545
70,Elacoin,165492.0,,0.73,279.0,225,9910.0,+10.00,0.00146363010109,5.98820486791,0.0167907504822,1.3698630137
71,FourtyTwo,160666.0,,122,127.0,283,6456.0,+2.96,0.00142094840731,4.01827393475,0.0109385555109,0.00819672131148
72,CasinoCoin,153229.0,,0.014,287.0,10,2891.0,+7.50,0.00135517473207,1.88671857155,0.00489829057961,71.4285714286
73,RonPaulCoin,151971.0,,7.05,291.0,21,9170.0,5.61,0.00134404883676,6.0340459693,0.0155369507489,0.141843971631
74,eToken,145143.0,,0.60,295.0,242,642.0,8.03,0.00128366122691,0.442322399289,0.00108775598482,1.66666666667
75,Diamond,143801.0,,0.56,299.0,255,1684.0,9.18,0.00127179242602,1.17106278816,0.00285324155519,1.78571428571
76,Luckycoin,143152.0,,0.012,303.0,12,1760.0,9.08,0.00126605259609,1.22946238963,0.00298201017645,83.3333333333
77,GlobalCoin,131090.0,,0.0044,307.0,30,2033.0,12.18,0.00115937489397,1.55084293234,0.00344456061859,227.272727273
78,BattleCoin,122619.0,,0.015,311.0,8,1686.0,+11.40,0.00108445640494,1.37499082524,0.00285663020312,66.6666666667
79,Xivra,118055.0,,0.00035,315.0,335,2124.0,2.22,0.001044091869,1.79916140782,0.00359874409931,2857.14285714
80,Noirbits,88380.0,,0.041,319.0,2,667.0,1.16,0.00078164278838,0.754695632496,0.00113011408392,24.3902439024
81,Phenixcoin,87853.0,,0.0091,323.0,9,953.0,5.51,0.000776981940344,1.08476659875,0.00161469073759,109.89010989
82,Astrocoin,86467.0,,7.63,327.0,11,4064.0,4.02,0.000764723998449,4.70005898204,0.00688573258925,0.131061598952
83,TeslaCoin,85174.0,,0.0043,331.0,19,2446.0,13.43,0.000753288559148,2.87176838002,0.00414431641568,232.558139535
85,Joulecoin,71457.0,,0.017,339.0,4,2322.0,5.95,0.000631973848487,3.24950669633,0.00393422024416,58.8235294118
86,CraftCoin,70198.0,,0.22,343.0,321,1829.0,+2.48,0.00062083910906,2.60548733582,0.00309891852996,4.54545454545
